date,lat,lon,region,sea_temperature,salinity,fish_stock_index,biodiversity_index,eDNA_detected_species,invasive_species_flag
2025-02-01,58.0942,-143.5659,Gulf of Alaska,15.8,32.92,54.02,75.25,"Cod,Anchovy",no
2024-09-30,13.8117,60.08,Arabian Sea,21.02,34.82,43.29,57.02,"Sardine,Grouper,Anchovy",no
2025-06-13,22.4689,65.9471,Arabian Sea,13.49,33.56,59.7,51.37,"Tuna,Cod,Mackerel",no
2024-10-22,15.0679,67.2353,Arabian Sea,17.38,33.96,74.38,57.63,"Snapper,Sardine,Mackerel",no
2025-07-06,-28.6809,-17.4056,South Atlantic,18.64,35.28,74.95,43.01,"Mackerel,Anchovy",no
2025-09-14,-14.4414,73.9042,Indian Ocean,19.92,34.47,63.33,68.97,"Mackerel,Tuna",no
2025-09-12,39.1914,-129.5998,Pacific Northwest,14.28,33.13,67.35,77.67,"Salmon,Anchovy,Grouper",no
2025-02-23,35.6666,-29.2634,North Atlantic,19.64,35.84,61.31,52.88,"Cod,Salmon",no
2025-05-29,14.6735,71.6549,Arabian Sea,13.53,33.9,64.52,67.73,"Sardine,Tuna,Snapper",yes
2024-12-23,-15.7048,76.6522,Indian Ocean,32.9,33.67,46.17,59.33,"Anchovy,Tuna,Snapper",no
2025-03-08,7.3505,111.5181,South China Sea,17.56,35.76,57.15,49.29,"Sardine,Mackerel,Salmon",no
2024-11-30,-17.6953,84.3276,Indian Ocean,14.78,34.84,73.27,59.03,"Salmon,Grouper,Snapper",no
2024-12-05,20.5793,60.2182,Arabian Sea,22.35,34.17,65.07,69.8,"Grouper,Snapper",no
2025-02-21,20.1448,62.112,Arabian Sea,3.5,34.97,30.64,65.74,"Grouper,Mackerel,Tuna",no
2024-12-14,14.9873,112.4614,South China Sea,29.52,32.41,46.87,65.11,"Anchovy,Cod",no
2025-01-03,43.7039,-123.7919,Pacific Northwest,32.73,34.42,46.06,77.18,"Snapper,Cod,Anchovy",no
2024-09-30,48.7693,-129.178,Pacific Northwest,18.64,34.02,44.86,62.63,"Mackerel,Anchovy,Sardine",no
2025-09-02,47.9851,-128.27,Pacific Northwest,22.37,31.75,67.16,61.32,"Grouper,Tuna",no
2025-05-30,-35.0777,-11.1654,South Atlantic,15.55,34.26,65.23,60.9,"Anchovy,Tuna,Mackerel",no
2025-07-01,36.8766,-33.0727,North Atlantic,17.84,32.16,69.19,53.8,"Anchovy,Salmon,Tuna",no
2024-11-30,11.8215,115.1879,South China Sea,18.83,33.96,62.71,64.73,"Anchovy,Cod,Sardine",no
2024-10-04,19.5552,61.5618,Arabian Sea,24.55,33.13,65.41,61.38,"Tuna,Snapper",no
2025-04-01,10.5715,85.1513,Bay of Bengal,11.69,31.93,63.6,54.58,"Salmon,Snapper,Cod",no
2025-08-15,-16.7917,84.9511,Indian Ocean,15.59,32.02,73.13,52.49,"Grouper,Salmon,Snapper",no
2025-03-03,42.538,-26.7534,North Atlantic,16.87,32.89,75.16,66.33,"Snapper,Salmon",no
2025-03-08,10.3907,65.7862,Arabian Sea,18.43,33.76,52.23,50.61,"Cod,Mackerel,Grouper",no
2025-04-15,12.3535,113.7504,South China Sea,33.62,33.97,49.92,54.89,"Mackerel,Grouper",no
2024-12-19,10.2068,87.044,Bay of Bengal,15.32,31.07,81.99,43.89,"Anchovy,Salmon",no
2025-02-21,-17.1858,83.2705,Indian Ocean,15.6,33.19,68.65,68.06,"Tuna,Sardine",no
2025-07-15,46.5859,-127.7631,Pacific Northwest,21.2,33.79,49.14,71.12,"Mackerel,Sardine",no
2025-01-27,15.8333,107.7165,South China Sea,29.86,33.97,49.45,60.09,"Grouper,Mackerel",no
